Scala#1,2000,1,{ (-0.24;-0.64) ; (-0.26;-0.66) },18717
Scala#2,2000,1,{ (-0.24;-0.64) ; (-0.26;-0.66) },14859
Scala#1,2000,30,{ (-1.72;1.2) ; (1.0;-1.2) },54145
Scala#2,2000,30,{ (-1.72;1.2) ; (1.0;-1.2) },40698
Scala#1,2000,30,{ (-0.7;0.0) ; (0.3;-1.0) },75950
Scala#2,2000,30,{ (-0.7;0.0) ; (0.3;-1.0) },67092
Scala#1,2000,30,{ (-0.4;-0.5) ; (0.1;-1.0) },65951
Scala#2,2000,30,{ (-0.4;-0.5) ; (0.1;-1.0) },57805
Scala#1,2000,30,{ (-0.4;-0.6) ; (-0.2;-0.8) },73414
Scala#2,2000,30,{ (-0.4;-0.6) ; (-0.2;-0.8) },56312
Scala#1,2000,30,{ (-0.24;-0.64) ; (-0.26;-0.66) },80916
Scala#2,2000,30,{ (-0.24;-0.64) ; (-0.26;-0.66) },77835
Scala#1,2000,250,{ (-1.72;1.2) ; (1.0;-1.2) },208601
Scala#2,2000,250,{ (-1.72;1.2) ; (1.0;-1.2) },160866
Scala#1,2000,250,{ (-0.7;0.0) ; (0.3;-1.0) },421581
Scala#2,2000,250,{ (-0.7;0.0) ; (0.3;-1.0) },374840
Scala#1,2000,250,{ (-0.4;-0.5) ; (0.1;-1.0) },300266
Scala#2,2000,250,{ (-0.4;-0.5) ; (0.1;-1.0) },268050
Scala#1,2000,250,{ (-0.4;-0.6) ; (-0.2;-0.8) },243442
Scala#2,2000,250,{ (-0.4;-0.6) ; (-0.2;-0.8) },175320
Scala#1,2000,250,{ (-0.24;-0.64) ; (-0.26;-0.66) },272797
Scala#2,2000,250,{ (-0.24;-0.64) ; (-0.26;-0.66) },247743
Scala#1,2000,1000,{ (-1.72;1.2) ; (1.0;-1.2) },902190
Scala#2,2000,1000,{ (-1.72;1.2) ; (1.0;-1.2) },672415
Scala#1,2000,1000,{ (-0.7;0.0) ; (0.3;-1.0) },1954937
Scala#2,2000,1000,{ (-0.7;0.0) ; (0.3;-1.0) },1412588
Scala#1,2000,1000,{ (-0.4;-0.5) ; (0.1;-1.0) },1112372
Scala#2,2000,1000,{ (-0.4;-0.5) ; (0.1;-1.0) },963324
Scala#1,2000,1000,{ (-0.4;-0.6) ; (-0.2;-0.8) },631150
Scala#2,2000,1000,{ (-0.4;-0.6) ; (-0.2;-0.8) },530309
Scala#1,2000,1000,{ (-0.24;-0.64) ; (-0.26;-0.66) },589331
Scala#2,2000,1000,{ (-0.24;-0.64) ; (-0.26;-0.66) },463820
Scala#1,2000,2000,{ (-1.72;1.2) ; (1.0;-1.2) },1410248
Scala#2,2000,2000,{ (-1.72;1.2) ; (1.0;-1.2) },1080682
Scala#1,2000,2000,{ (-0.7;0.0) ; (0.3;-1.0) },3344119
Scala#2,2000,2000,{ (-0.7;0.0) ; (0.3;-1.0) },2820798
Scala#1,2000,2000,{ (-0.4;-0.5) ; (0.1;-1.0) },2212771
Scala#2,2000,2000,{ (-0.4;-0.5) ; (0.1;-1.0) },1860130
Scala#1,2000,2000,{ (-0.4;-0.6) ; (-0.2;-0.8) },1209014
Scala#2,2000,2000,{ (-0.4;-0.6) ; (-0.2;-0.8) },962810
Scala#1,2000,2000,{ (-0.24;-0.64) ; (-0.26;-0.66) },807100
Scala#2,2000,2000,{ (-0.24;-0.64) ; (-0.26;-0.66) },689264
Scala#1,2000,8000,{ (-1.72;1.2) ; (1.0;-1.2) },5670128
Scala#2,2000,8000,{ (-1.72;1.2) ; (1.0;-1.2) },4415078
Scala#1,2000,8000,{ (-0.7;0.0) ; (0.3;-1.0) },13215662
Scala#2,2000,8000,{ (-0.7;0.0) ; (0.3;-1.0) },11192510
Scala#1,2000,8000,{ (-0.4;-0.5) ; (0.1;-1.0) },8952284
Scala#2,2000,8000,{ (-0.4;-0.5) ; (0.1;-1.0) },7264681
Scala#1,2000,8000,{ (-0.4;-0.6) ; (-0.2;-0.8) },4417316
Scala#2,2000,8000,{ (-0.4;-0.6) ; (-0.2;-0.8) },3544049
Scala#1,2000,8000,{ (-0.24;-0.64) ; (-0.26;-0.66) },2316910
Scala#2,2000,8000,{ (-0.24;-0.64) ; (-0.26;-0.66) },1997587
Scala#1,4000,1,{ (-1.72;1.2) ; (1.0;-1.2) },67379
Scala#2,4000,1,{ (-1.72;1.2) ; (1.0;-1.2) },59204
Scala#1,4000,1,{ (-0.7;0.0) ; (0.3;-1.0) },67005
Scala#2,4000,1,{ (-0.7;0.0) ; (0.3;-1.0) },59831
Scala#1,4000,1,{ (-0.4;-0.5) ; (0.1;-1.0) },67063
Scala#2,4000,1,{ (-0.4;-0.5) ; (0.1;-1.0) },59247
Scala#1,4000,1,{ (-0.4;-0.6) ; (-0.2;-0.8) },61960
Scala#2,4000,1,{ (-0.4;-0.6) ; (-0.2;-0.8) },59163
Scala#1,4000,1,{ (-0.24;-0.64) ; (-0.26;-0.66) },64508
Scala#2,4000,1,{ (-0.24;-0.64) ; (-0.26;-0.66) },59141
Scala#1,4000,30,{ (-1.72;1.2) ; (1.0;-1.2) },188289
Scala#2,4000,30,{ (-1.72;1.2) ; (1.0;-1.2) },154218
Scala#1,4000,30,{ (-0.7;0.0) ; (0.3;-1.0) },308729
Scala#2,4000,30,{ (-0.7;0.0) ; (0.3;-1.0) },251240
Scala#1,4000,30,{ (-0.4;-0.5) ; (0.1;-1.0) },264604
Scala#2,4000,30,{ (-0.4;-0.5) ; (0.1;-1.0) },228729
Scala#1,4000,30,{ (-0.4;-0.6) ; (-0.2;-0.8) },293453
Scala#2,4000,30,{ (-0.4;-0.6) ; (-0.2;-0.8) },219862
Scala#1,4000,30,{ (-0.24;-0.64) ; (-0.26;-0.66) },334434
Scala#2,4000,30,{ (-0.24;-0.64) ; (-0.26;-0.66) },304981
Scala#1,4000,250,{ (-1.72;1.2) ; (1.0;-1.2) },759300
Scala#2,4000,250,{ (-1.72;1.2) ; (1.0;-1.2) },641443
Scala#1,4000,250,{ (-0.7;0.0) ; (0.3;-1.0) },1718796
Scala#2,4000,250,{ (-0.7;0.0) ; (0.3;-1.0) },1489145
Scala#1,4000,250,{ (-0.4;-0.5) ; (0.1;-1.0) },1383987
Scala#2,4000,250,{ (-0.4;-0.5) ; (0.1;-1.0) },1075625
Scala#1,4000,250,{ (-0.4;-0.6) ; (-0.2;-0.8) },977492
Scala#2,4000,250,{ (-0.4;-0.6) ; (-0.2;-0.8) },699151
Scala#1,4000,250,{ (-0.24;-0.64) ; (-0.26;-0.66) },1076965
Scala#2,4000,250,{ (-0.24;-0.64) ; (-0.26;-0.66) },995747
Scala#1,4000,1000,{ (-1.72;1.2) ; (1.0;-1.2) },2743830
Scala#2,4000,1000,{ (-1.72;1.2) ; (1.0;-1.2) },2218577
Scala#1,4000,1000,{ (-0.7;0.0) ; (0.3;-1.0) },6397731
Scala#2,4000,1000,{ (-0.7;0.0) ; (0.3;-1.0) },5680566
Scala#1,4000,1000,{ (-0.4;-0.5) ; (0.1;-1.0) },4442967
Scala#2,4000,1000,{ (-0.4;-0.5) ; (0.1;-1.0) },3822508
Scala#1,4000,1000,{ (-0.4;-0.6) ; (-0.2;-0.8) },2514057
Scala#2,4000,1000,{ (-0.4;-0.6) ; (-0.2;-0.8) },2069205
Scala#1,4000,1000,{ (-0.24;-0.64) ; (-0.26;-0.66) },2488262
Scala#2,4000,1000,{ (-0.24;-0.64) ; (-0.26;-0.66) },1845977
Scala#1,4000,2000,{ (-1.72;1.2) ; (1.0;-1.2) },5868633
Scala#2,4000,2000,{ (-1.72;1.2) ; (1.0;-1.2) },4372718
Scala#1,4000,2000,{ (-0.7;0.0) ; (0.3;-1.0) },15715660
Scala#2,4000,2000,{ (-0.7;0.0) ; (0.3;-1.0) },11388880
Scala#1,4000,2000,{ (-0.4;-0.5) ; (0.1;-1.0) },8883176
Scala#2,4000,2000,{ (-0.4;-0.5) ; (0.1;-1.0) },7411389
Scala#1,4000,2000,{ (-0.4;-0.6) ; (-0.2;-0.8) },5453096
Scala#2,4000,2000,{ (-0.4;-0.6) ; (-0.2;-0.8) },3792738
Scala#1,4000,2000,{ (-0.24;-0.64) ; (-0.26;-0.66) },3641887
Scala#2,4000,2000,{ (-0.24;-0.64) ; (-0.26;-0.66) },2756503
Scala#1,4000,8000,{ (-1.72;1.2) ; (1.0;-1.2) },21400875
Scala#2,4000,8000,{ (-1.72;1.2) ; (1.0;-1.2) },17007691
Scala#1,4000,8000,{ (-0.7;0.0) ; (0.3;-1.0) },49613457
Scala#2,4000,8000,{ (-0.7;0.0) ; (0.3;-1.0) },44723841
Scala#1,4000,8000,{ (-0.4;-0.5) ; (0.1;-1.0) },41508431
Scala#2,4000,8000,{ (-0.4;-0.5) ; (0.1;-1.0) },29451047
Scala#1,4000,8000,{ (-0.4;-0.6) ; (-0.2;-0.8) },18627288
Scala#2,4000,8000,{ (-0.4;-0.6) ; (-0.2;-0.8) },14399898
Scala#1,4000,8000,{ (-0.24;-0.64) ; (-0.26;-0.66) },10717456
Scala#2,4000,8000,{ (-0.24;-0.64) ; (-0.26;-0.66) },7969905
Scala#1,10000,1,{ (-1.72;1.2) ; (1.0;-1.2) },395881
Scala#2,10000,1,{ (-1.72;1.2) ; (1.0;-1.2) },380566
Scala#1,10000,1,{ (-0.7;0.0) ; (0.3;-1.0) },384682
Scala#2,10000,1,{ (-0.7;0.0) ; (0.3;-1.0) },368675
Scala#1,10000,1,{ (-0.4;-0.5) ; (0.1;-1.0) },393533
Scala#2,10000,1,{ (-0.4;-0.5) ; (0.1;-1.0) },369526
Scala#1,10000,1,{ (-0.4;-0.6) ; (-0.2;-0.8) },374781
Scala#2,10000,1,{ (-0.4;-0.6) ; (-0.2;-0.8) },373253
Scala#1,10000,1,{ (-0.24;-0.64) ; (-0.26;-0.66) },371697
Scala#2,10000,1,{ (-0.24;-0.64) ; (-0.26;-0.66) },370308
Scala#1,10000,30,{ (-1.72;1.2) ; (1.0;-1.2) },1120863
Scala#2,10000,30,{ (-1.72;1.2) ; (1.0;-1.2) },961382
Scala#1,10000,30,{ (-0.7;0.0) ; (0.3;-1.0) },1881029
Scala#2,10000,30,{ (-0.7;0.0) ; (0.3;-1.0) },1569054
Scala#1,10000,30,{ (-0.4;-0.5) ; (0.1;-1.0) },1583865
Scala#2,10000,30,{ (-0.4;-0.5) ; (0.1;-1.0) },1447860
Scala#1,10000,30,{ (-0.4;-0.6) ; (-0.2;-0.8) },1882442
Scala#2,10000,30,{ (-0.4;-0.6) ; (-0.2;-0.8) },1388066
Scala#1,10000,30,{ (-0.24;-0.64) ; (-0.26;-0.66) },2487739
Scala#2,10000,30,{ (-0.24;-0.64) ; (-0.26;-0.66) },1900573
Scala#1,10000,250,{ (-1.72;1.2) ; (1.0;-1.2) },5237467
